sample_id,raw_index,true_cte_idx,true_he_idx,true_cte,true_he,cte0,cte1,cte2,cte3,cte4,he0,he1,he2
467,2881,1,2,-1,1,1,1,1,0,0,0,1,1
468,3585,2,2,0,1,1,1,1,1,1,0,1,1
469,3353,0,2,-2,1,1,0,0,0,0,0,1,1
470,1134,3,0,1,-1,0,0,0,1,0,1,0,0
471,5232,2,2,0,1,0,0,1,1,0,1,1,1
472,2815,0,0,-2,-1,1,1,0,1,1,1,1,0
473,5083,4,0,2,-1,0,0,0,0,1,1,1,0
474,4054,3,0,1,-1,0,0,0,1,0,1,0,0
475,3009,1,2,-1,1,1,1,1,0,0,0,1,1
476,1823,0,2,-2,1,1,0,0,0,0,0,0,1
477,2492,1,0,-1,-1,1,1,1,0,1,1,0,0
478,2176,0,2,-2,1,1,1,0,0,0,0,1,1
479,2423,1,0,-1,-1,1,1,1,0,1,1,0,0
480,5369,3,2,1,1,0,0,1,1,1,0,0,1
481,4486,1,2,-1,1,1,1,1,0,0,0,1,1
482,3641,0,2,-2,1,1,1,0,0,0,0,0,1
483,1297,1,1,-1,0,1,1,1,0,0,1,1,1
484,5408,1,0,-1,-1,1,1,1,1,1,1,1,0
485,3857,2,1,0,0,1,1,1,1,0,1,1,1
486,3665,2,1,0,0,0,0,1,1,0,1,1,1
487,1901,3,0,1,-1,0,0,0,1,0,1,0,0
488,3315,1,1,-1,0,1,1,1,0,0,1,1,1
489,1194,0,2,-2,1,1,0,0,0,0,0,1,1
490,1004,0,2,-2,1,1,1,0,0,0,0,0,1
491,4094,0,2,-2,1,1,0,0,0,0,0,1,1
492,3052,0,2,-2,1,1,0,0,0,0,0,0,1
493,778,2,0,0,-1,0,0,1,0,0,1,0,0
494,5439,4,2,2,1,0,0,0,0,1,0,0,1
495,2026,3,2,1,1,0,0,1,1,1,0,1,1
496,3306,2,1,0,0,0,0,1,1,0,1,1,1
497,1129,3,2,1,1,0,0,1,1,0,0,1,1
498,2499,3,0,1,-1,0,0,0,1,0,1,0,0
499,1452,1,2,-1,1,1,1,0,0,0,0,1,1
500,996,3,2,1,1,0,0,0,1,1,0,0,1
501,1137,3,0,1,-1,0,0,0,1,1,1,0,0
502,1697,1,0,-1,-1,1,1,1,0,1,1,0,0
503,1360,2,0,0,-1,0,0,1,1,0,1,0,0
504,4760,3,0,1,-1,0,0,0,1,0,1,0,0
505,1245,4,0,2,-1,0,0,0,0,1,1,0,0
506,3712,3,2,1,1,0,0,0,1,1,1,1,1
507,5027,0,0,-2,-1,1,1,0,1,1,1,1,1
508,391,3,1,1,0,0,0,0,1,0,1,1,1
509,4454,2,1,0,0,0,0,1,1,0,1,1,1
510,2295,4,1,2,0,0,0,0,0,1,1,1,1
511,4033,1,1,-1,0,1,1,0,0,0,1,1,0
512,3588,1,0,-1,-1,0,1,1,0,1,1,0,0
513,1824,1,1,-1,0,1,1,0,0,0,1,1,1
514,3567,3,2,1,1,0,0,1,1,1,0,1,1
515,63,0,1,-2,0,1,0,0,0,0,1,1,0
516,1121,1,0,-1,-1,1,1,1,0,1,1,1,0
517,831,3,2,1,1,0,0,0,1,1,1,1,1
518,218,4,2,2,1,0,0,0,0,1,0,0,1
519,5177,4,2,2,1,0,0,0,0,1,0,0,1
520,779,1,1,-1,0,1,1,0,0,0,0,1,1
521,1799,4,0,2,-1,0,0,0,1,1,1,1,0
522,4543,2,2,0,1,0,1,1,1,0,0,1,1
523,4022,3,2,1,1,0,0,0,1,1,0,0,1
524,3338,2,0,0,-1,0,1,1,0,0,1,0,0
525,598,1,1,-1,0,1,1,1,0,0,1,1,1
526,2845,4,2,2,1,0,0,0,1,1,1,1,1
527,2065,0,0,-2,-1,1,1,0,1,0,1,1,0
528,1777,2,2,0,1,0,0,1,1,0,1,1,1
529,4892,4,1,2,0,1,0,0,1,1,1,1,1
530,1762,4,0,2,-1,0,0,0,0,1,1,0,0
531,2051,1,0,-1,-1,1,1,1,0,1,1,0,0
532,217,0,2,-2,1,1,0,0,0,0,0,1,1
533,3948,4,2,2,1,0,0,0,0,1,0,0,1
534,371,4,2,2,1,0,0,0,0,1,1,1,1
535,4780,1,2,-1,1,1,1,1,0,0,0,0,1
536,1700,2,0,0,-1,0,1,1,1,0,1,0,0
537,4747,2,2,0,1,0,0,1,1,0,1,1,1
538,3675,0,0,-2,-1,1,1,0,1,1,1,1,1
539,1677,2,1,0,0,0,1,1,0,0,0,1,1
540,2572,2,2,0,1,0,0,1,1,0,0,1,1
541,2585,0,0,-2,-1,1,1,0,1,1,1,1,0
542,1382,4,2,2,1,0,0,0,0,1,0,0,1
543,2904,3,2,1,1,0,0,0,1,0,1,1,1
544,786,3,2,1,1,0,0,1,1,1,0,0,1
545,714,1,2,-1,1,1,1,1,0,0,0,0,1
546,2079,3,2,1,1,0,0,0,1,1,0,0,1
547,3537,0,2,-2,1,1,0,0,0,0,0,1,1
548,4037,4,0,2,-1,0,0,0,0,1,1,0,0
549,4378,2,0,0,-1,0,0,1,1,0,1,0,0
550,2465,3,2,1,1,0,0,0,1,0,1,1,1
551,30,2,2,0,1,0,0,1,1,0,1,1,1
552,2522,2,2,0,1,1,1,1,1,0,0,1,1
553,2555,2,0,0,-1,0,1,1,1,0,1,0,0
554,3134,3,0,1,-1,0,0,0,1,0,1,0,0
555,2032,0,0,-2,-1,1,1,0,1,1,1,1,1
556,2698,3,2,1,1,0,0,0,1,1,0,0,1
557,2548,1,0,-1,-1,0,1,1,0,0,1,0,0
558,4785,1,0,-1,-1,1,1,0,1,1,1,1,0
559,5488,4,0,2,-1,0,0,0,1,1,1,0,0
560,4472,2,0,0,-1,0,0,1,1,0,1,0,0
561,2580,3,0,1,-1,0,0,0,1,0,1,0,0
562,2384,2,1,0,0,0,0,1,1,0,1,1,1
563,5222,0,2,-2,1,1,0,0,0,0,0,0,1
564,1019,1,1,-1,0,1,1,0,0,0,1,1,0
565,4800,4,2,2,1,0,0,0,0,1,0,1,1
566,4642,4,2,2,1,0,0,0,1,1,0,0,1
567,461,1,2,-1,1,1,1,0,0,0,0,0,1
568,5035,2,0,0,-1,0,0,1,1,0,1,0,0
569,1637,1,1,-1,0,1,1,0,0,0,0,1,1
570,4635,4,2,2,1,0,0,0,1,1,0,0,1
571,1329,2,2,0,1,0,0,1,1,0,1,1,1
572,1536,1,1,-1,0,1,1,0,0,0,0,1,1
573,3446,4,2,2,1,0,0,0,0,1,0,0,1
574,3384,0,1,-2,0,1,1,0,1,1,1,1,1
575,2427,1,2,-1,1,1,1,0,0,0,0,1,1
576,38,2,1,0,0,0,1,1,1,0,1,1,1
577,833,0,0,-2,-1,1,1,0,1,1,1,1,0
578,893,1,1,-1,0,1,1,0,0,0,1,1,1
579,3029,1,2,-1,1,1,1,1,0,0,1,1,1
580,2398,0,2,-2,1,1,0,0,0,0,0,0,1
581,3229,3,2,1,1,0,0,0,1,1,0,1,1
582,4653,0,0,-2,-1,1,1,0,1,1,1,1,0
583,3583,0,1,-2,0,1,0,0,0,0,0,1,0
584,4066,3,1,1,0,0,0,0,1,0,1,1,1
585,1215,0,2,-2,1,1,1,0,0,0,0,1,1
586,4719,0,0,-2,-1,1,1,0,1,1,1,1,0
587,3003,2,0,0,-1,0,0,1,1,0,1,0,0
588,1228,4,0,2,-1,0,0,0,0,1,1,0,0
589,1413,3,1,1,0,0,0,0,1,0,1,1,1
590,5150,1,2,-1,1,1,1,0,0,0,0,1,1
591,262,4,2,2,1,0,0,0,1,1,0,0,1
592,5154,0,2,-2,1,1,0,0,0,0,0,0,1
593,5494,2,1,0,0,0,1,1,1,0,1,1,1
594,4906,0,2,-2,1,1,0,0,0,0,0,0,1
595,3004,1,2,-1,1,1,1,1,0,0,0,1,1
596,3620,1,0,-1,-1,1,1,1,0,1,1,0,0
597,1509,3,2,1,1,0,0,0,1,0,1,1,1
598,959,3,2,1,1,0,0,0,1,0,1,1,1
599,2456,2,2,0,1,0,0,1,1,0,0,1,1
600,610,0,2,-2,1,1,0,0,0,0,0,0,1
601,2660,3,2,1,1,0,0,0,1,1,0,0,1
602,4783,4,2,2,1,0,0,0,0,1,0,0,1
603,4360,0,2,-2,1,1,0,0,0,0,0,0,1
604,664,1,2,-1,1,1,1,0,0,0,0,1,1
605,4703,1,1,-1,0,1,1,0,0,0,1,1,0
606,327,4,1,2,0,1,0,0,0,1,1,1,1
607,3856,0,0,-2,-1,1,1,0,1,1,1,1,0
608,2303,0,1,-2,0,1,1,0,0,0,0,1,1
609,2369,3,0,1,-1,0,0,0,1,0,1,0,0
610,4672,2,0,0,-1,0,1,1,1,0,1,1,0
611,1507,3,2,1,1,0,0,1,1,0,1,1,1
612,1577,0,1,-2,0,1,0,0,0,0,0,1,1
613,3183,2,2,0,1,0,0,1,1,0,1,1,1
614,429,2,2,0,1,0,0,1,1,0,0,1,1
615,4579,1,1,-1,0,1,1,1,0,0,1,1,1
616,1545,0,2,-2,1,1,0,0,0,0,0,1,1
617,5492,4,2,2,1,0,0,0,1,1,0,0,1
618,5420,1,1,-1,0,1,1,1,0,0,1,1,1
619,2959,1,0,-1,-1,1,1,1,1,1,1,0,0
620,1685,2,0,0,-1,0,0,1,1,0,1,0,0
621,4114,4,0,2,-1,0,0,0,1,1,1,0,0
622,1220,4,2,2,1,0,0,0,0,1,0,0,1
623,5101,1,1,-1,0,1,1,0,0,0,1,1,1
624,2081,4,2,2,1,0,0,0,0,1,0,1,1
625,4940,4,2,2,1,0,0,0,0,1,0,0,1
626,2762,0,1,-2,0,1,1,0,0,0,1,1,0
627,3837,4,1,2,0,0,0,0,0,1,1,1,1
628,5011,1,1,-1,0,1,1,0,0,0,1,1,0
629,636,0,1,-2,0,1,0,0,0,0,1,1,0
630,1091,1,0,-1,-1,1,1,1,1,1,1,0,0
631,5394,3,0,1,-1,0,0,0,1,0,1,0,0
632,4292,4,2,2,1,0,0,0,1,1,0,0,1
633,4943,2,0,0,-1,0,0,1,1,0,1,0,0
634,3167,2,0,0,-1,0,0,1,1,0,1,0,0
635,3373,2,0,0,-1,0,1,1,1,0,1,0,0
636,5380,4,0,2,-1,0,0,0,0,1,1,0,0
637,4989,0,1,-2,0,1,0,0,0,0,0,1,1
638,3287,0,1,-2,0,1,0,0,0,0,0,1,1
639,2747,0,2,-2,1,1,0,0,0,0,0,1,1
640,1431,4,2,2,1,0,0,0,0,1,0,0,1
641,4335,4,0,2,-1,0,0,0,1,1,1,0,0
642,3233,2,0,0,-1,0,0,1,1,0,1,0,0
643,2339,1,2,-1,1,1,1,1,0,0,0,0,1
644,1271,4,0,2,-1,0,0,0,0,1,1,0,0
645,773,4,1,2,0,1,0,0,0,1,1,1,1
646,3487,4,1,2,0,1,0,0,1,1,1,1,1
647,4903,2,0,0,-1,0,0,1,1,0,1,0,0
648,5197,0,0,-2,-1,1,1,0,1,1,1,1,0
649,142,2,1,0,0,1,1,1,0,0,1,1,1
650,2620,1,0,-1,-1,1,1,1,1,1,1,0,0
651,3890,2,0,0,-1,0,0,1,1,0,1,0,0
652,127,4,0,2,-1,0,0,0,0,1,1,0,0
653,5214,0,0,-2,-1,1,1,0,1,1,1,1,0
654,1872,1,1,-1,0,1,1,1,0,0,1,1,1
655,189,4,0,2,-1,0,0,0,1,1,1,0,0
656,2774,3,1,1,0,0,0,0,1,0,1,1,1
657,4763,1,0,-1,-1,0,1,1,0,1,1,0,0
658,3511,0,0,-2,-1,1,1,0,1,1,1,1,0
659,1614,0,1,-2,0,1,1,0,1,1,1,1,0
660,2541,3,0,1,-1,0,0,0,1,0,1,0,0
661,2635,0,1,-2,0,1,0,0,0,0,0,1,1
662,2,4,1,2,0,1,0,0,0,1,1,1,1
663,2975,3,0,1,-1,0,0,0,1,0,1,0,0
664,1351,3,2,1,1,0,0,0,1,0,1,1,1
665,3407,2,2,0,1,1,1,1,0,0,1,1,1
666,4701,0,1,-2,0,1,1,0,1,0,1,1,1
667,716,3,0,1,-1,0,0,0,1,0,1,0,0
668,2229,4,0,2,-1,0,0,0,0,1,1,1,0
669,0,1,2,-1,1,1,1,1,0,0,0,1,1
670,554,0,0,-2,-1,1,1,0,1,1,1,1,0
671,1098,0,1,-2,0,1,1,0,0,0,1,1,0
672,2195,3,2,1,1,0,0,0,1,1,0,0,1
673,3263,4,1,2,0,1,0,0,1,1,1,1,1
674,232,4,2,2,1,0,0,0,0,1,0,0,1
675,2196,4,2,2,1,0,0,0,1,1,1,1,1
676,168,1,2,-1,1,1,1,1,0,0,0,1,1
677,88,0,0,-2,-1,1,1,0,1,1,1,1,0
678,1929,0,0,-2,-1,1,1,0,1,1,1,1,0
679,1626,1,1,-1,0,1,1,0,0,0,0,1,1
680,3046,1,2,-1,1,1,1,1,0,0,0,1,1
681,2710,3,1,1,0,0,0,0,1,0,1,1,1
682,1212,2,0,0,-1,0,0,1,1,0,1,0,0
683,2163,4,2,2,1,0,0,0,1,1,0,0,1
684,1344,2,0,0,-1,0,1,1,0,0,1,0,0
685,4822,2,2,0,1,0,1,1,1,0,0,1,1
686,34,3,1,1,0,0,0,1,1,0,1,1,1
687,2819,2,0,0,-1,0,0,1,1,0,1,0,0
688,751,1,1,-1,0,1,1,1,0,0,1,1,1
689,4209,2,0,0,-1,0,0,1,0,0,1,0,0
690,4498,4,2,2,1,0,0,0,1,1,1,1,1
691,4290,0,0,-2,-1,1,1,0,1,1,1,1,0
692,4149,4,2,2,1,0,0,0,0,1,0,0,1
693,2642,0,1,-2,0,1,1,0,0,0,1,1,0
694,1896,4,2,2,1,0,0,0,0,1,0,0,1
695,2432,0,2,-2,1,1,0,0,0,0,0,1,1
696,4554,1,2,-1,1,1,1,1,0,0,0,1,1
697,1861,3,2,1,1,0,0,1,1,0,0,1,1
698,4802,4,0,2,-1,0,0,0,1,1,1,0,0
699,4164,3,0,1,-1,0,0,0,1,1,1,0,0
700,3548,3,2,1,1,0,0,0,1,1,1,1,1
701,2147,3,1,1,0,0,0,0,1,0,1,1,1
702,4417,4,0,2,-1,0,0,0,1,1,1,0,0
703,2322,0,2,-2,1,1,0,0,0,0,0,0,1
704,2823,0,0,-2,-1,1,1,0,1,1,1,1,0
705,2064,3,2,1,1,0,0,0,1,1,1,1,1
706,2720,0,2,-2,1,1,0,0,0,0,0,0,1
707,336,1,1,-1,0,1,1,0,0,0,1,1,0
708,4582,0,2,-2,1,1,0,0,0,0,0,1,1
709,4256,3,0,1,-1,0,0,0,1,0,1,0,0
710,1584,1,2,-1,1,1,1,1,0,0,1,1,1
711,5434,4,0,2,-1,0,0,0,1,1,1,1,0
712,210,4,1,2,0,1,0,0,1,1,1,1,1
713,1396,2,0,0,-1,0,0,1,0,0,1,0,0
714,705,4,0,2,-1,0,0,0,0,1,1,0,0
715,3148,3,2,1,1,0,0,0,1,1,0,1,1
716,2102,2,2,0,1,0,0,1,1,0,1,1,1
717,1422,4,2,2,1,0,0,0,0,1,0,0,1
718,663,0,2,-2,1,1,0,0,0,0,0,0,1
719,2773,1,2,-1,1,1,1,1,0,0,0,0,1
720,3828,2,0,0,-1,0,0,1,1,0,1,0,0
721,216,0,0,-2,-1,1,1,0,1,1,1,1,0
722,4331,4,0,2,-1,0,0,0,0,1,1,1,0
723,1230,1,0,-1,-1,1,1,1,1,1,1,1,0
724,3200,0,0,-2,-1,1,1,0,1,1,1,1,0
725,2992,1,1,-1,0,1,1,0,0,0,1,1,0
726,5307,1,0,-1,-1,1,1,1,1,1,1,0,0
727,5388,0,0,-2,-1,1,1,0,1,1,1,1,0
728,2908,2,1,0,0,0,1,1,0,0,1,1,1
729,3466,0,1,-2,0,1,0,0,0,0,0,1,1
730,3137,1,0,-1,-1,1,1,1,1,1,1,0,0
731,3954,3,0,1,-1,0,0,0,1,0,1,0,0
732,247,0,0,-2,-1,1,1,0,1,1,1,1,0
733,572,2,2,0,1,0,0,1,1,0,1,1,1
734,708,2,0,0,-1,0,0,1,1,0,1,0,0
735,4605,1,0,-1,-1,1,1,1,0,1,1,0,0
736,4017,4,1,2,0,1,0,0,1,1,1,1,1
737,3138,1,0,-1,-1,1,1,1,0,1,1,0,0
738,503,4,0,2,-1,0,0,0,0,1,1,0,0
739,1548,1,1,-1,0,1,1,1,0,0,0,1,1
740,2458,1,0,-1,-1,1,1,1,0,1,1,1,0
741,86,0,0,-2,-1,1,1,0,1,0,1,1,0
742,52,2,2,0,1,0,0,1,1,0,1,1,1
743,1401,0,0,-2,-1,1,1,0,1,1,1,1,0
744,2725,3,2,1,1,0,0,0,1,1,1,1,1
745,768,0,2,-2,1,1,0,0,0,0,0,0,1
746,5430,0,0,-2,-1,1,1,0,1,1,1,1,0
747,4888,1,2,-1,1,1,1,0,0,0,0,1,1
748,1857,4,2,2,1,0,0,0,1,1,0,0,1
749,2174,1,2,-1,1,1,1,1,0,0,0,1,1
750,463,2,0,0,-1,0,0,1,1,0,1,0,0
751,1326,0,2,-2,1,1,0,0,0,0,0,0,1
752,2770,0,1,-2,0,1,0,0,0,0,1,1,0
753,2728,2,0,0,-1,0,0,1,1,0,1,0,0
754,2190,2,1,0,0,0,0,1,1,0,1,1,1
755,5279,0,1,-2,0,1,0,0,0,0,0,1,1
756,3097,3,1,1,0,0,0,0,1,0,1,1,1
757,5010,2,0,0,-1,0,0,1,1,0,1,0,0
758,3348,2,2,0,1,0,1,1,1,0,0,1,1
759,1033,3,0,1,-1,0,0,0,1,0,1,0,0
760,1366,4,1,2,0,1,0,0,0,1,1,1,1
761,4215,0,2,-2,1,1,0,0,0,0,0,0,1
762,811,3,0,1,-1,0,0,0,1,0,1,0,0
763,4079,1,1,-1,0,1,1,1,0,0,1,1,1
764,261,2,2,0,1,0,0,1,1,0,0,1,1
765,4798,1,0,-1,-1,1,1,1,0,1,1,0,0
766,4050,2,2,0,1,0,0,1,1,0,0,1,1
767,3832,4,0,2,-1,0,0,0,0,1,1,0,0
768,781,1,1,-1,0,1,1,1,0,0,1,1,1
769,3500,3,2,1,1,0,0,0,1,0,1,1,1
770,2640,2,1,0,0,1,1,1,1,0,0,1,1
771,153,3,0,1,-1,0,0,0,1,0,1,0,0
772,791,0,2,-2,1,1,1,0,0,0,0,1,1
773,2037,4,2,2,1,0,0,0,1,1,0,0,1
774,2173,1,0,-1,-1,0,1,1,0,0,1,0,0
775,1404,3,1,1,0,0,0,0,1,0,1,1,1
776,2383,1,1,-1,0,1,1,1,0,0,1,1,1
777,4125,2,1,0,0,1,1,1,1,0,1,1,1
778,5002,4,1,2,0,1,0,0,1,1,1,1,1
779,4069,1,2,-1,1,1,1,1,0,0,0,1,1
780,5125,3,0,1,-1,0,0,0,1,0,1,0,0
781,3884,4,1,2,0,1,0,0,1,1,1,1,1
782,1041,4,2,2,1,0,0,0,0,1,0,0,1
783,5139,2,2,0,1,0,1,1,1,0,0,1,1
784,2314,2,0,0,-1,0,1,1,1,0,1,0,0
785,5404,4,2,2,1,0,0,0,0,1,0,1,1
786,2264,3,2,1,1,0,0,0,1,0,1,1,1
787,5454,0,0,-2,-1,1,1,0,1,1,1,1,0
788,4963,0,2,-2,1,1,0,0,0,0,0,0,1
789,4084,1,0,-1,-1,1,1,1,1,1,1,0,0
790,5112,4,0,2,-1,0,0,0,0,1,1,0,0
791,3236,1,2,-1,1,1,1,1,0,0,0,1,1
792,205,0,2,-2,1,1,0,0,0,0,0,0,1
793,1181,2,0,0,-1,0,0,1,1,0,1,0,0
794,3952,1,2,-1,1,1,1,0,0,0,0,0,1
795,1395,2,1,0,0,0,1,1,1,0,0,1,1
796,2200,0,1,-2,0,1,1,0,0,0,0,1,1
797,1730,0,0,-2,-1,1,1,0,1,1,1,1,0
798,3228,1,0,-1,-1,1,1,1,0,1,1,0,0
799,4803,4,1,2,0,1,0,0,0,1,1,1,1
800,160,2,2,0,1,0,0,1,1,0,0,1,1
801,4959,1,2,-1,1,1,1,0,0,0,0,1,1
802,2880,0,1,-2,0,1,0,0,0,0,0,1,0
803,2928,0,2,-2,1,1,0,0,0,0,0,0,1
804,1862,0,2,-2,1,1,0,0,0,0,0,1,1
805,1149,0,2,-2,1,1,0,0,0,0,0,0,1
806,4477,3,2,1,1,0,0,1,1,1,0,1,1
807,1347,1,2,-1,1,1,1,1,0,0,0,1,1
808,1407,3,2,1,1,0,0,0,1,0,1,1,1
809,3534,3,0,1,-1,0,0,0,1,0,1,0,0
810,4905,0,1,-2,0,1,0,0,0,0,0,1,1
811,5200,0,2,-2,1,1,0,0,0,0,0,1,1
812,1996,3,0,1,-1,0,0,0,1,0,1,0,0
813,4678,1,0,-1,-1,0,1,1,0,1,1,0,0
814,2939,3,0,1,-1,0,0,0,1,1,1,0,0
815,1754,1,2,-1,1,1,1,0,0,0,0,0,1
816,3053,2,0,0,-1,0,0,1,1,0,1,1,0
817,2645,1,2,-1,1,1,1,0,0,0,0,1,1
818,5493,1,0,-1,-1,1,1,1,0,1,1,0,0
819,1028,1,1,-1,0,1,1,0,0,0,0,1,1
820,706,1,0,-1,-1,1,1,1,0,1,1,0,0
821,2050,2,1,0,0,0,0,1,1,0,1,1,1
822,4181,0,2,-2,1,1,0,0,0,0,0,1,1
823,3477,2,0,0,-1,0,1,1,0,0,1,0,0
824,2860,4,1,2,0,1,0,0,0,1,1,1,1
