sample_id,raw_index,true_cte_idx,true_cte,pred_cte_idx,pred_cte,cte0,cte1,cte2,cte3,cte4
586,4719,0,-2,0,-2,1,1,0,1,0
587,3003,2,0,2,0,0,0,1,1,0
588,1228,4,2,4,2,0,0,0,0,1
589,1413,3,1,3,1,0,0,0,1,0
590,5150,1,-1,1,-1,1,1,0,0,0
591,262,4,2,4,2,0,0,0,1,1
592,5154,0,-2,0,-2,1,0,0,0,0
593,5494,2,0,2,0,0,0,1,0,0
594,4906,0,-2,0,-2,1,0,0,0,0
595,3004,1,-1,1,-1,1,1,0,0,0
596,3620,1,-1,1,-1,0,1,1,0,0
597,1509,3,1,3,1,0,0,0,1,0
598,959,3,1,3,1,0,0,0,1,0
599,2456,2,0,2,0,0,0,1,1,0
600,610,0,-2,0,-2,1,0,0,0,0
601,2660,3,1,3,1,0,0,0,1,1
602,4783,4,2,4,2,0,0,0,0,1
603,4360,0,-2,0,-2,1,0,0,0,0
604,664,1,-1,1,-1,1,1,0,0,0
605,4703,1,-1,0,-2,1,1,0,0,0
606,327,4,2,4,2,0,0,0,0,1
607,3856,0,-2,0,-2,1,0,0,0,0
608,2303,0,-2,0,-2,1,0,0,0,0
609,2369,3,1,3,1,0,0,0,1,0
610,4672,2,0,2,0,0,1,1,1,0
611,1507,3,1,3,1,0,0,0,1,0
612,1577,0,-2,0,-2,1,0,0,0,0
613,3183,2,0,2,0,0,0,1,1,0
614,429,2,0,2,0,0,0,1,1,0
615,4579,1,-1,1,-1,0,1,1,0,0
616,1545,0,-2,0,-2,1,0,0,0,0
617,5492,4,2,4,2,0,0,0,1,1
618,5420,1,-1,1,-1,1,1,0,0,0
619,2959,1,-1,1,-1,1,1,1,0,1
620,1685,2,0,2,0,0,0,1,1,0
621,4114,4,2,3,1,0,0,0,1,1
622,1220,4,2,4,2,0,0,0,0,1
623,5101,1,-1,1,-1,1,1,0,0,0
624,2081,4,2,4,2,0,0,0,0,1
625,4940,4,2,4,2,0,0,0,0,1
626,2762,0,-2,0,-2,1,0,0,0,0
627,3837,4,2,4,2,0,0,0,0,1
628,5011,1,-1,0,-2,1,1,0,0,0
629,636,0,-2,0,-2,1,0,0,0,0
630,1091,1,-1,0,-2,1,1,0,0,1
631,5394,3,1,3,1,0,0,0,1,0
632,4292,4,2,4,2,0,0,0,1,1
633,4943,2,0,2,0,0,0,1,0,0
634,3167,2,0,2,0,0,0,1,1,0
635,3373,2,0,2,0,0,1,1,0,0
636,5380,4,2,4,2,0,0,0,0,1
637,4989,0,-2,0,-2,1,0,0,0,0
638,3287,0,-2,0,-2,1,0,0,0,0
639,2747,0,-2,0,-2,1,0,0,0,0
640,1431,4,2,4,2,0,0,0,0,1
641,4335,4,2,4,2,0,0,0,1,1
642,3233,2,0,3,1,0,0,1,1,0
643,2339,1,-1,1,-1,1,1,0,0,0
644,1271,4,2,4,2,0,0,0,0,1
645,773,4,2,4,2,0,0,0,0,1
646,3487,4,2,3,1,0,0,0,1,1
647,4903,2,0,2,0,0,0,1,0,0
648,5197,0,-2,0,-2,1,0,0,0,0
649,142,2,0,1,-1,1,1,1,0,0
650,2620,1,-1,0,-2,1,1,0,0,1
651,3890,2,0,2,0,0,0,1,1,0
652,127,4,2,4,2,0,0,0,0,1
653,5214,0,-2,0,-2,1,0,0,0,0
654,1872,1,-1,1,-1,1,1,1,0,0
655,189,4,2,4,2,0,0,0,1,1
656,2774,3,1,3,1,0,0,0,1,0
657,4763,1,-1,1,-1,0,1,1,0,0
658,3511,0,-2,0,-2,1,1,0,0,0
659,1614,0,-2,0,-2,1,1,0,1,0
660,2541,3,1,3,1,0,0,0,1,0
661,2635,0,-2,0,-2,1,0,0,0,0
662,2,4,2,4,2,1,0,0,0,1
663,2975,3,1,3,1,0,0,0,1,0
664,1351,3,1,3,1,0,0,0,1,0
665,3407,2,0,1,-1,1,1,1,0,0
666,4701,0,-2,0,-2,1,0,0,0,0
667,716,3,1,3,1,0,0,0,1,0
668,2229,4,2,4,2,0,0,0,0,1
669,0,1,-1,1,-1,0,1,0,0,0
670,554,0,-2,0,-2,1,0,0,0,0
671,1098,0,-2,0,-2,1,0,0,0,0
672,2195,3,1,4,2,0,0,0,1,1
673,3263,4,2,4,2,1,0,0,0,1
674,232,4,2,4,2,0,0,0,0,1
675,2196,4,2,4,2,0,0,0,1,1
676,168,1,-1,1,-1,1,1,1,0,0
677,88,0,-2,0,-2,1,1,0,0,0
678,1929,0,-2,0,-2,1,1,0,1,0
679,1626,1,-1,0,-2,1,1,0,0,0
680,3046,1,-1,1,-1,1,1,0,0,0
681,2710,3,1,3,1,0,0,0,1,0
682,1212,2,0,2,0,0,0,1,1,0
683,2163,4,2,4,2,0,0,0,1,1
684,1344,2,0,2,0,0,1,1,0,0
685,4822,2,0,2,0,0,0,1,1,0
686,34,3,1,3,1,0,0,0,1,0
687,2819,2,0,2,0,0,0,1,1,0
688,751,1,-1,1,-1,1,1,0,0,0
689,4209,2,0,2,0,0,0,1,0,0
690,4498,4,2,4,2,0,0,0,1,1
691,4290,0,-2,0,-2,1,1,0,0,0
692,4149,4,2,4,2,0,0,0,0,1
693,2642,0,-2,0,-2,1,0,0,0,0
694,1896,4,2,4,2,0,0,0,0,1
695,2432,0,-2,0,-2,1,0,0,0,0
696,4554,1,-1,1,-1,1,1,1,0,0
697,1861,3,1,3,1,0,0,0,1,0
698,4802,4,2,3,1,0,0,0,1,1
699,4164,3,1,3,1,0,0,0,1,1
700,3548,3,1,3,1,0,0,0,1,1
701,2147,3,1,3,1,0,0,0,1,0
702,4417,4,2,3,1,0,0,0,1,1
703,2322,0,-2,0,-2,1,0,0,0,0
704,2823,0,-2,0,-2,1,0,0,0,0
705,2064,3,1,3,1,0,0,0,1,1
706,2720,0,-2,0,-2,1,0,0,0,0
707,336,1,-1,0,-2,1,1,0,0,0
708,4582,0,-2,0,-2,1,0,0,0,0
709,4256,3,1,3,1,0,0,0,1,0
710,1584,1,-1,1,-1,1,1,1,0,0
711,5434,4,2,4,2,0,0,0,1,1
712,210,4,2,4,2,1,0,0,1,1
713,1396,2,0,2,0,0,0,1,0,0
714,705,4,2,4,2,0,0,0,0,1
715,3148,3,1,3,1,0,0,0,1,1
716,2102,2,0,2,0,0,0,1,1,0
717,1422,4,2,4,2,0,0,0,0,1
718,663,0,-2,0,-2,1,0,0,0,0
719,2773,1,-1,1,-1,1,1,1,0,0
720,3828,2,0,2,0,0,0,1,1,0
721,216,0,-2,0,-2,1,1,0,1,0
722,4331,4,2,4,2,0,0,0,0,1
723,1230,1,-1,1,-1,1,1,0,0,1
724,3200,0,-2,0,-2,1,0,0,0,0
725,2992,1,-1,0,-2,1,1,0,0,0
726,5307,1,-1,0,-2,1,1,0,0,1
727,5388,0,-2,0,-2,1,0,0,0,0
728,2908,2,0,2,0,0,1,1,0,0
729,3466,0,-2,0,-2,1,0,0,0,0
730,3137,1,-1,0,-2,1,1,0,0,1
731,3954,3,1,3,1,0,0,0,1,0
732,247,0,-2,0,-2,1,1,0,0,1
733,572,2,0,2,0,0,0,1,1,0
734,708,2,0,2,0,0,0,1,0,0
735,4605,1,-1,1,-1,0,1,1,0,1
736,4017,4,2,4,2,1,0,0,1,1
737,3138,1,-1,1,-1,1,1,1,0,1
738,503,4,2,4,2,0,0,0,0,1
739,1548,1,-1,1,-1,1,1,0,0,0
740,2458,1,-1,1,-1,1,1,1,0,0
741,86,0,-2,0,-2,1,1,0,0,0
742,52,2,0,3,1,0,0,1,1,0
743,1401,0,-2,0,-2,1,1,0,0,0
744,2725,3,1,3,1,0,0,0,1,0
745,768,0,-2,0,-2,1,0,0,0,0
746,5430,0,-2,0,-2,1,0,0,0,0
747,4888,1,-1,1,-1,1,1,0,0,0
748,1857,4,2,4,2,0,0,0,0,1
749,2174,1,-1,1,-1,0,1,0,0,0
750,463,2,0,3,1,0,0,1,1,0
751,1326,0,-2,0,-2,1,0,0,0,0
752,2770,0,-2,0,-2,1,0,0,0,0
753,2728,2,0,2,0,0,0,1,1,0
754,2190,2,0,2,0,0,0,1,1,0
755,5279,0,-2,0,-2,1,0,0,0,0
756,3097,3,1,3,1,0,0,0,1,0
757,5010,2,0,3,1,0,0,0,1,0
758,3348,2,0,2,0,0,0,1,1,0
759,1033,3,1,3,1,0,0,0,1,0
760,1366,4,2,4,2,1,0,0,0,1
761,4215,0,-2,0,-2,1,0,0,0,0
762,811,3,1,3,1,0,0,0,1,0
763,4079,1,-1,1,-1,1,1,0,0,0
764,261,2,0,3,1,0,0,1,1,0
765,4798,1,-1,1,-1,0,1,1,0,1
766,4050,2,0,3,1,0,0,1,1,0
767,3832,4,2,4,2,0,0,0,0,1
768,781,1,-1,1,-1,0,1,0,0,0
769,3500,3,1,3,1,0,0,0,1,0
770,2640,2,0,2,0,1,1,1,0,0
771,153,3,1,3,1,0,0,0,1,0
772,791,0,-2,0,-2,1,0,0,0,0
773,2037,4,2,4,2,0,0,0,1,1
774,2173,1,-1,2,0,0,1,1,0,0
775,1404,3,1,3,1,0,0,0,1,0
776,2383,1,-1,1,-1,1,1,0,0,0
777,4125,2,0,2,0,1,1,1,1,0
778,5002,4,2,4,2,1,0,0,1,1
779,4069,1,-1,1,-1,1,1,1,0,0
780,5125,3,1,3,1,0,0,0,1,0
781,3884,4,2,4,2,1,0,0,1,1
782,1041,4,2,4,2,0,0,0,0,1
783,5139,2,0,2,0,0,0,1,1,0
784,2314,2,0,2,0,0,1,1,1,0
785,5404,4,2,4,2,0,0,0,0,1
786,2264,3,1,3,1,0,0,0,1,0
787,5454,0,-2,0,-2,1,1,0,0,0
788,4963,0,-2,0,-2,1,0,0,0,0
789,4084,1,-1,0,-2,1,1,0,0,1
790,5112,4,2,4,2,0,0,0,0,1
791,3236,1,-1,1,-1,1,1,1,0,0
792,205,0,-2,0,-2,1,0,0,0,0
793,1181,2,0,2,0,0,0,1,0,0
794,3952,1,-1,0,-2,1,1,0,0,0
795,1395,2,0,2,0,0,0,1,0,0
796,2200,0,-2,0,-2,1,1,0,0,0
797,1730,0,-2,0,-2,1,1,0,1,0
798,3228,1,-1,1,-1,1,1,1,0,1
799,4803,4,2,4,2,0,0,0,0,1
800,160,2,0,3,1,0,0,1,1,0
801,4959,1,-1,0,-2,1,1,0,0,0
802,2880,0,-2,0,-2,1,0,0,0,0
803,2928,0,-2,0,-2,1,0,0,0,0
804,1862,0,-2,0,-2,1,0,0,0,0
805,1149,0,-2,0,-2,1,0,0,0,0
806,4477,3,1,3,1,0,0,1,1,0
807,1347,1,-1,1,-1,0,1,1,0,0
808,1407,3,1,3,1,0,0,0,1,0
809,3534,3,1,3,1,0,0,0,1,0
810,4905,0,-2,0,-2,1,0,0,0,0
811,5200,0,-2,0,-2,1,0,0,0,0
812,1996,3,1,3,1,0,0,0,1,0
813,4678,1,-1,1,-1,0,1,1,0,0
814,2939,3,1,3,1,0,0,0,1,1
815,1754,1,-1,1,-1,1,1,0,0,0
816,3053,2,0,2,0,0,0,1,1,0
817,2645,1,-1,0,-2,1,1,0,0,0
818,5493,1,-1,1,-1,0,1,1,0,1
819,1028,1,-1,1,-1,1,1,0,0,0
820,706,1,-1,1,-1,0,1,1,0,0
821,2050,2,0,2,0,0,0,1,1,0
822,4181,0,-2,0,-2,1,0,0,0,0
823,3477,2,0,2,0,0,0,1,0,0
824,2860,4,2,4,2,0,0,0,0,1
